,player_id,fifa_version,overall,potential,age,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,main_position
87622,248213,20.0,63,71,21,Right,3,2,1,63.0,28.0,37.0,37.0,65.0,63.0,DF
24677,263042,23.0,68,75,22,Right,3,2,1,75.0,59.0,69.0,64.0,64.0,66.0,MD
66036,251193,21.0,65,71,23,Right,4,2,1,74.0,67.0,50.0,64.0,23.0,61.0,FW
19880,225024,23.0,75,78,25,Right,3,3,1,71.0,43.0,68.0,68.0,76.0,76.0,DF
160551,228398,16.0,59,69,20,Right,3,3,1,64.0,32.0,42.0,54.0,62.0,60.0,DF
20369,229348,23.0,74,77,24,Left,3,3,1,87.0,47.0,64.0,73.0,69.0,72.0,DF
940,225859,24.0,77,79,27,Left,3,2,2,75.0,42.0,63.0,65.0,78.0,77.0,DF
517,239231,24.0,79,83,24,Left,3,3,2,75.0,68.0,77.0,79.0,75.0,74.0,DF
175681,224422,15.0,59,80,17,Right,3,3,1,78.0,54.0,53.0,66.0,35.0,63.0,MD
132933,189403,17.0,72,76,25,Left,2,2,1,54.0,34.0,38.0,35.0,72.0,75.0,DF
135220,196932,17.0,69,75,23,Right,3,3,1,69.0,65.0,52.0,60.0,28.0,69.0,FW
117943,162512,18.0,69,69,30,Right,3,2,1,56.0,32.0,50.0,51.0,66.0,80.0,DF
176182,189114,15.0,59,61,26,Right,3,2,1,66.0,49.0,49.0,56.0,54.0,76.0,MD
79839,225539,20.0,70,80,21,Right,3,3,1,66.0,69.0,60.0,70.0,27.0,69.0,FW
144993,235223,17.0,57,75,18,Right,3,3,1,83.0,56.0,38.0,57.0,22.0,43.0,FW
46741,263582,22.0,65,80,18,Right,3,2,1,72.0,64.0,64.0,64.0,41.0,59.0,MD
95628,231352,19.0,74,85,20,Right,3,3,1,74.0,71.0,55.0,69.0,30.0,67.0,FW
89791,243056,20.0,60,79,19,Left,2,2,1,66.0,36.0,57.0,60.0,57.0,58.0,DF
19268,232223,23.0,77,80,26,Left,3,3,1,80.0,57.0,72.0,75.0,72.0,75.0,DF
15262,267871,24.0,59,79,18,Right,4,3,1,72.0,61.0,47.0,55.0,22.0,64.0,FW
113405,138436,18.0,75,75,33,Right,3,3,2,63.0,73.0,70.0,72.0,59.0,82.0,FW
144343,211086,17.0,59,64,22,Right,3,3,1,80.0,60.0,48.0,68.0,23.0,35.0,MD
122787,203224,18.0,64,71,24,Left,3,2,1,55.0,35.0,52.0,48.0,64.0,65.0,DF
99784,185349,19.0,69,69,30,Right,3,3,1,82.0,49.0,64.0,71.0,68.0,67.0,DF
134666,657,17.0,70,70,33,Left,3,3,1,33.0,66.0,74.0,70.0,66.0,59.0,MD
147268,201942,16.0,82,86,23,Right,3,4,2,76.0,76.0,78.0,85.0,40.0,69.0,MD
46583,232130,22.0,66,66,28,Right,3,2,1,73.0,63.0,50.0,67.0,21.0,63.0,FW
66045,209852,21.0,65,70,24,Left,3,2,1,73.0,37.0,55.0,62.0,63.0,63.0,DF
135623,147806,17.0,69,69,31,Left,3,2,1,76.0,64.0,71.0,68.0,56.0,72.0,MD
25561,253465,23.0,67,79,20,Right,3,2,1,79.0,39.0,54.0,59.0,65.0,71.0,DF
138139,216485,17.0,66,76,21,Right,3,3,1,72.0,55.0,63.0,66.0,64.0,70.0,MD
111846,171833,18.0,82,82,27,Left,2,4,3,76.0,82.0,69.0,79.0,25.0,68.0,FW
152415,189772,16.0,69,69,29,Left,3,3,1,70.0,68.0,67.0,71.0,39.0,72.0,MD
129625,190460,17.0,84,88,24,Right,5,4,3,76.0,76.0,84.0,84.0,44.0,59.0,MD
133477,224294,17.0,71,85,19,Right,4,3,1,76.0,56.0,66.0,76.0,63.0,70.0,MD
112901,203910,18.0,76,79,25,Left,3,4,1,75.0,72.0,72.0,81.0,31.0,67.0,MD
164719,187896,15.0,76,76,28,Right,3,3,2,75.0,78.0,77.0,77.0,30.0,63.0,FW
154105,159077,16.0,67,67,27,Left,3,2,1,77.0,49.0,57.0,63.0,67.0,68.0,DF
40127,224013,22.0,72,76,24,Right,3,3,1,71.0,69.0,67.0,74.0,54.0,68.0,FW
154451,224368,16.0,66,74,20,Right,2,2,1,77.0,60.0,60.0,72.0,37.0,60.0,MD
167871,187491,15.0,68,75,24,Right,3,3,1,73.0,67.0,60.0,67.0,28.0,69.0,FW
58102,221587,21.0,75,75,27,Left,3,4,1,84.0,69.0,69.0,78.0,49.0,58.0,MD
59281,210635,21.0,72,78,24,Left,3,2,1,61.0,45.0,57.0,56.0,70.0,79.0,DF
148255,204341,16.0,76,78,27,Right,3,2,1,68.0,37.0,57.0,53.0,80.0,72.0,DF
69166,240786,21.0,62,74,20,Left,2,3,1,77.0,54.0,52.0,62.0,55.0,65.0,DF
85914,198269,20.0,65,65,27,Right,3,2,1,83.0,60.0,53.0,63.0,34.0,69.0,FW
118252,225534,18.0,68,82,20,Right,3,2,1,72.0,55.0,65.0,69.0,64.0,58.0,MD
70859,245286,21.0,60,75,19,Right,3,2,1,63.0,46.0,58.0,62.0,32.0,51.0,MD
117612,223359,18.0,69,74,24,Right,3,3,1,73.0,48.0,61.0,73.0,65.0,69.0,DF
131043,162780,17.0,76,76,29,Right,3,3,1,69.0,70.0,78.0,73.0,62.0,80.0,MD
93956,183285,19.0,80,81,28,Left,2,2,3,52.0,33.0,63.0,55.0,78.0,84.0,DF
168519,196063,15.0,68,68,28,Right,1,3,1,74.0,70.0,51.0,67.0,32.0,68.0,FW
171924,148180,15.0,64,64,33,Right,4,2,1,49.0,55.0,59.0,51.0,61.0,76.0,MD
886,246785,24.0,77,83,22,Left,3,3,1,75.0,67.0,74.0,81.0,31.0,41.0,FW
127760,238086,18.0,57,67,21,Left,2,3,1,68.0,45.0,57.0,64.0,38.0,40.0,MD
93631,200104,19.0,84,85,25,Right,5,4,3,86.0,85.0,76.0,85.0,42.0,68.0,MD
38641,184111,22.0,75,75,30,Right,2,2,2,54.0,76.0,62.0,68.0,32.0,75.0,FW
94795,229453,19.0,76,82,21,Left,4,4,1,83.0,70.0,68.0,81.0,38.0,64.0,FW
33283,261517,23.0,60,73,20,Left,3,2,1,78.0,31.0,51.0,55.0,56.0,60.0,DF
57151,169706,21.0,77,77,31,Right,4,3,2,47.0,60.0,73.0,69.0,76.0,79.0,MD
163956,172871,15.0,82,84,27,Left,3,3,3,72.0,67.0,74.0,69.0,82.0,81.0,DF
163868,20289,15.0,86,86,31,Right,4,3,4,76.0,82.0,81.0,79.0,80.0,90.0,MD
148621,208012,16.0,75,77,26,Left,3,3,1,80.0,68.0,71.0,79.0,29.0,59.0,MD
88230,246763,20.0,62,85,17,Right,3,2,1,72.0,36.0,57.0,64.0,61.0,62.0,DF
112174,192086,18.0,79,81,26,Right,3,3,2,84.0,76.0,71.0,80.0,44.0,70.0,FW
21512,224013,23.0,72,74,25,Right,3,3,1,71.0,69.0,69.0,75.0,55.0,69.0,FW
130177,148122,17.0,79,79,34,Right,3,2,2,57.0,39.0,65.0,46.0,82.0,80.0,DF
43558,241233,22.0,68,74,23,Right,4,3,1,72.0,40.0,61.0,66.0,65.0,56.0,DF
19611,189280,23.0,76,76,32,Right,3,3,1,56.0,63.0,78.0,73.0,72.0,73.0,MD
20791,231445,23.0,73,78,23,Left,3,3,1,76.0,71.0,72.0,74.0,65.0,75.0,MD
93641,172879,19.0,84,84,30,Right,2,2,3,69.0,51.0,50.0,60.0,84.0,82.0,DF
61178,190311,21.0,70,70,30,Right,3,3,1,80.0,69.0,56.0,70.0,38.0,69.0,FW
18427,188567,23.0,85,85,33,Right,4,4,3,87.0,84.0,74.0,79.0,36.0,68.0,FW
85346,240646,20.0,65,72,23,Left,3,3,1,71.0,61.0,60.0,70.0,38.0,52.0,FW
152077,178033,16.0,69,71,26,Right,3,4,1,84.0,61.0,62.0,73.0,34.0,66.0,MD
20602,218154,23.0,74,74,31,Right,4,4,1,85.0,74.0,70.0,78.0,47.0,65.0,FW
76872,206414,20.0,75,76,28,Right,3,2,1,65.0,44.0,51.0,49.0,75.0,79.0,DF
1629,194794,24.0,75,75,33,Left,2,4,3,57.0,78.0,76.0,76.0,42.0,72.0,MD
23747,238157,23.0,69,75,23,Right,3,3,1,69.0,45.0,65.0,66.0,62.0,68.0,DF
152681,198032,16.0,68,74,23,Left,3,2,1,40.0,33.0,52.0,46.0,71.0,77.0,DF
72304,234571,21.0,58,71,21,Right,2,3,1,73.0,54.0,47.0,61.0,28.0,60.0,MD
165048,187492,15.0,74,79,27,Left,3,3,2,77.0,69.0,76.0,73.0,67.0,69.0,FW
165643,148253,15.0,73,73,30,Right,3,3,2,82.0,58.0,67.0,66.0,72.0,67.0,DF
161623,228397,16.0,57,67,18,Right,3,3,1,69.0,60.0,47.0,59.0,22.0,43.0,FW
132562,171831,17.0,73,73,28,Right,3,2,1,74.0,35.0,54.0,61.0,73.0,73.0,DF
75177,211300,20.0,83,88,23,Right,3,4,3,89.0,81.0,72.0,86.0,41.0,71.0,FW
20804,243414,23.0,73,78,21,Right,2,3,1,79.0,56.0,65.0,72.0,69.0,69.0,DF
151115,205559,16.0,70,76,23,Right,3,3,1,90.0,69.0,58.0,74.0,33.0,69.0,FW
169943,138719,15.0,66,66,28,Right,3,3,1,67.0,67.0,50.0,59.0,34.0,78.0,FW
147758,195861,16.0,78,81,25,Left,2,2,1,72.0,63.0,75.0,72.0,80.0,78.0,DF
44,241096,24.0,86,89,23,Right,4,3,3,84.0,74.0,81.0,81.0,82.0,84.0,MD
26822,248603,23.0,66,76,21,Right,2,2,1,60.0,29.0,49.0,48.0,66.0,67.0,DF
143958,223459,17.0,60,60,31,Right,3,3,1,53.0,46.0,61.0,62.0,54.0,54.0,MD
71623,243767,21.0,59,74,20,Right,3,2,1,66.0,52.0,59.0,63.0,47.0,52.0,MD
97939,180635,19.0,71,71,30,Right,3,2,1,40.0,37.0,51.0,55.0,70.0,71.0,DF
93574,191202,19.0,86,86,29,Left,3,3,3,56.0,71.0,79.0,76.0,83.0,83.0,MD
116496,206085,18.0,70,79,22,Right,3,3,1,82.0,68.0,66.0,71.0,33.0,55.0,MD
37097,232488,22.0,82,87,23,Right,2,3,3,76.0,46.0,52.0,61.0,83.0,84.0,DF
19237,232104,23.0,77,82,24,Right,4,3,1,95.0,70.0,69.0,76.0,47.0,68.0,MD
177253,210446,15.0,57,64,21,Right,2,3,1,67.0,49.0,64.0,66.0,44.0,45.0,MD
167785,205897,15.0,68,83,19,Right,3,2,1,75.0,50.0,62.0,70.0,67.0,70.0,MD
166159,183891,15.0,72,72,29,Left,2,4,1,83.0,69.0,70.0,76.0,29.0,44.0,MD
132775,206517,17.0,72,81,20,Right,3,4,1,75.0,56.0,72.0,76.0,31.0,50.0,MD
106634,225623,19.0,62,70,22,Right,3,2,1,70.0,53.0,58.0,62.0,57.0,71.0,MD
4414,241236,24.0,70,78,23,Right,4,3,1,82.0,68.0,59.0,70.0,22.0,72.0,FW
18549,253072,23.0,82,89,23,Right,3,3,1,89.0,82.0,68.0,77.0,42.0,86.0,FW
60865,222513,21.0,70,74,24,Left,3,3,1,78.0,63.0,67.0,73.0,39.0,54.0,MD
153835,181794,16.0,67,70,26,Right,2,2,1,63.0,70.0,56.0,63.0,28.0,71.0,FW
95213,212267,19.0,75,80,24,Right,4,3,1,87.0,71.0,68.0,78.0,38.0,68.0,FW
121092,161314,18.0,66,66,31,Right,3,2,1,44.0,48.0,65.0,58.0,65.0,67.0,DF
163940,190460,15.0,82,88,22,Right,5,4,3,81.0,72.0,83.0,83.0,47.0,55.0,MD
119518,215275,18.0,67,73,24,Right,3,2,1,78.0,65.0,62.0,71.0,44.0,63.0,FW
88270,239800,20.0,62,79,19,Right,3,2,1,71.0,33.0,51.0,59.0,59.0,56.0,DF
176987,215959,15.0,58,58,30,Left,3,2,1,72.0,60.0,58.0,61.0,53.0,51.0,MD
148061,164477,16.0,77,77,28,Right,3,2,3,59.0,54.0,68.0,67.0,78.0,88.0,MD
75665,183285,20.0,79,80,29,Left,2,2,3,53.0,33.0,65.0,56.0,78.0,83.0,DF
78082,183774,20.0,73,73,29,Right,2,2,1,35.0,25.0,46.0,34.0,74.0,74.0,DF
152678,194429,16.0,68,74,25,Right,3,2,1,75.0,56.0,58.0,68.0,64.0,75.0,MD
91914,246454,20.0,56,75,18,Left,3,2,1,65.0,27.0,38.0,44.0,54.0,59.0,DF
144023,229880,17.0,59,75,18,Right,3,3,1,73.0,56.0,52.0,63.0,30.0,49.0,MD
83815,245131,20.0,66,84,18,Left,3,4,1,80.0,55.0,59.0,74.0,33.0,39.0,MD
152942,179663,16.0,68,70,26,Left,3,3,1,75.0,54.0,64.0,66.0,65.0,63.0,DF
136670,167610,17.0,68,68,30,Right,4,2,1,69.0,63.0,67.0,68.0,47.0,65.0,MD
75810,220523,20.0,78,83,24,Right,3,2,1,51.0,54.0,55.0,56.0,78.0,80.0,DF
15782,278017,24.0,58,78,17,Left,3,2,1,64.0,49.0,58.0,61.0,46.0,51.0,MD
37983,211575,22.0,77,77,27,Right,4,4,3,54.0,67.0,76.0,76.0,69.0,74.0,MD
112585,211454,18.0,77,81,24,Right,3,3,1,60.0,61.0,73.0,70.0,72.0,78.0,MD
147450,206273,16.0,80,83,24,Right,4,4,1,87.0,74.0,76.0,82.0,52.0,67.0,FW
113799,223457,18.0,74,77,25,Right,2,2,1,65.0,29.0,58.0,54.0,75.0,71.0,DF
115848,201417,18.0,71,74,25,Right,3,3,1,76.0,59.0,66.0,70.0,67.0,78.0,DF
174090,221895,15.0,61,72,19,Right,4,3,1,71.0,62.0,54.0,71.0,28.0,52.0,MD
42620,242041,22.0,69,74,25,Right,3,3,1,80.0,59.0,60.0,67.0,64.0,62.0,DF
74182,251649,21.0,53,70,19,Right,3,2,1,58.0,27.0,29.0,32.0,55.0,57.0,DF
39136,193849,22.0,74,74,30,Left,3,3,1,57.0,70.0,76.0,70.0,66.0,74.0,MD
80120,209840,20.0,70,73,26,Right,3,2,1,69.0,35.0,49.0,54.0,67.0,76.0,DF
173345,197893,15.0,62,69,22,Right,4,2,1,45.0,47.0,53.0,55.0,63.0,73.0,MD
57350,227222,21.0,76,81,25,Right,2,3,1,75.0,48.0,67.0,68.0,74.0,77.0,DF
1562,211117,24.0,75,76,27,Right,3,4,3,65.0,76.0,75.0,76.0,65.0,71.0,MD
42456,248209,22.0,69,78,21,Right,3,2,1,76.0,33.0,59.0,60.0,67.0,65.0,DF
129760,183285,17.0,82,83,26,Left,2,2,3,62.0,33.0,62.0,56.0,81.0,84.0,DF
164711,177604,15.0,76,76,28,Left,2,2,2,78.0,52.0,71.0,73.0,74.0,72.0,DF
122348,209873,18.0,65,65,27,Right,2,3,1,77.0,49.0,60.0,66.0,62.0,57.0,DF
178022,169952,15.0,56,56,31,Right,3,2,1,63.0,46.0,57.0,51.0,47.0,68.0,MD
123889,200742,18.0,63,69,23,Right,3,2,1,47.0,24.0,39.0,42.0,62.0,69.0,DF
102669,201958,19.0,66,69,25,Right,3,2,1,58.0,48.0,49.0,53.0,66.0,72.0,DF
152890,201202,16.0,68,71,24,Left,3,3,1,76.0,49.0,64.0,65.0,66.0,65.0,DF
75362,205988,20.0,81,84,23,Left,2,3,2,82.0,54.0,75.0,80.0,80.0,78.0,DF
41052,210468,22.0,71,72,27,Right,5,2,1,35.0,48.0,55.0,52.0,73.0,72.0,DF
147480,138412,16.0,80,80,29,Right,4,3,2,71.0,76.0,83.0,77.0,69.0,76.0,MD
37200,202695,22.0,81,82,28,Right,4,2,1,57.0,45.0,67.0,65.0,82.0,81.0,DF
179647,222113,15.0,50,57,20,Right,3,2,1,65.0,48.0,50.0,46.0,43.0,65.0,MD
74196,244299,21.0,53,69,19,Right,3,3,1,74.0,47.0,50.0,57.0,29.0,34.0,FW
21994,243606,23.0,71,80,21,Right,4,3,1,81.0,67.0,64.0,72.0,36.0,58.0,FW
164447,26992,15.0,77,77,36,Left,2,2,2,71.0,35.0,55.0,56.0,78.0,79.0,DF
18540,208670,23.0,83,83,29,Left,2,5,3,76.0,77.0,87.0,83.0,50.0,65.0,FW
116447,225100,18.0,70,82,20,Right,3,2,1,77.0,30.0,53.0,65.0,69.0,72.0,DF
75803,213135,20.0,78,83,24,Right,4,4,2,82.0,76.0,67.0,75.0,27.0,74.0,FW
57530,193158,21.0,76,76,28,Right,3,4,2,60.0,70.0,76.0,77.0,66.0,75.0,MD
159816,224447,16.0,60,71,19,Right,2,2,1,71.0,46.0,55.0,61.0,60.0,61.0,DF
120174,201491,18.0,67,67,28,Left,4,2,1,75.0,54.0,58.0,65.0,64.0,67.0,DF
76477,169706,20.0,76,76,30,Right,4,3,2,47.0,62.0,73.0,71.0,76.0,80.0,MD
166302,200094,15.0,71,76,21,Right,2,2,1,69.0,58.0,68.0,71.0,70.0,67.0,MD
56684,202048,21.0,79,81,27,Right,3,2,1,47.0,58.0,75.0,66.0,79.0,75.0,DF
155445,206489,16.0,65,73,22,Left,2,2,1,74.0,37.0,56.0,65.0,64.0,69.0,DF
149004,184037,16.0,74,77,25,Right,3,3,2,69.0,45.0,62.0,63.0,77.0,76.0,DF
115266,149825,18.0,72,72,34,Left,3,2,1,60.0,73.0,58.0,65.0,32.0,79.0,FW
38939,224494,22.0,74,79,23,Left,2,3,1,91.0,40.0,60.0,73.0,67.0,70.0,DF
148150,215716,16.0,76,83,20,Right,4,2,1,64.0,78.0,54.0,67.0,24.0,75.0,FW
120515,224013,18.0,66,74,20,Right,3,3,1,73.0,64.0,59.0,71.0,44.0,62.0,MD
64708,227806,21.0,66,74,23,Right,3,3,1,54.0,58.0,66.0,65.0,62.0,67.0,MD
160753,219092,16.0,59,65,20,Right,3,2,1,68.0,60.0,42.0,56.0,25.0,51.0,FW
57066,211784,21.0,77,81,23,Right,4,3,1,77.0,77.0,67.0,73.0,41.0,71.0,FW
79578,190633,20.0,71,71,29,Right,3,3,1,76.0,58.0,62.0,65.0,69.0,70.0,DF
18815,200949,23.0,80,80,29,Right,4,4,3,89.0,77.0,70.0,85.0,46.0,68.0,FW
34861,264113,23.0,57,77,18,Left,3,3,1,56.0,48.0,56.0,58.0,51.0,59.0,MD
129851,190815,17.0,81,83,26,Left,4,2,3,61.0,56.0,77.0,76.0,81.0,76.0,DF
36887,20801,22.0,91,91,36,Right,4,5,5,87.0,94.0,80.0,88.0,34.0,75.0,FW
57506,187491,21.0,76,76,30,Right,3,4,1,82.0,75.0,71.0,76.0,32.0,72.0,FW
53443,254858,22.0,58,75,19,Right,2,3,1,71.0,57.0,46.0,58.0,22.0,54.0,FW
169543,189148,15.0,66,72,24,Right,4,3,1,83.0,66.0,62.0,67.0,38.0,70.0,MD
533,237238,24.0,79,82,26,Right,3,3,2,59.0,74.0,72.0,73.0,77.0,84.0,MD
160542,225551,16.0,59,69,19,Right,2,2,1,59.0,31.0,32.0,36.0,62.0,63.0,DF
61665,237844,21.0,69,76,23,Right,3,3,1,75.0,62.0,69.0,74.0,65.0,70.0,MD
144645,228152,17.0,58,69,19,Right,3,2,1,55.0,31.0,36.0,47.0,56.0,65.0,DF
111889,207599,18.0,81,87,24,Right,3,2,2,72.0,49.0,64.0,68.0,82.0,82.0,DF
88231,245992,20.0,62,84,18,Right,3,3,1,59.0,50.0,65.0,65.0,45.0,42.0,MD
63506,238062,21.0,67,77,21,Right,3,2,1,55.0,46.0,63.0,65.0,66.0,61.0,MD
151142,229526,16.0,70,76,22,Right,4,3,1,72.0,65.0,66.0,67.0,66.0,74.0,MD
11322,274733,24.0,64,67,25,Left,2,3,1,67.0,50.0,57.0,66.0,59.0,46.0,DF
115832,237291,18.0,71,75,25,Right,3,3,1,68.0,68.0,46.0,60.0,29.0,68.0,FW
112011,207993,18.0,80,83,24,Left,2,2,2,78.0,53.0,61.0,64.0,78.0,89.0,DF
164530,209331,15.0,76,84,22,Left,4,4,1,93.0,65.0,70.0,83.0,48.0,64.0,MD
93999,171833,19.0,80,80,28,Left,2,4,3,75.0,81.0,68.0,78.0,23.0,63.0,FW
96791,210985,19.0,72,78,23,Left,3,3,1,80.0,64.0,71.0,74.0,66.0,60.0,DF
147223,171833,16.0,83,86,25,Left,2,3,3,89.0,83.0,69.0,81.0,25.0,70.0,FW
113310,206414,18.0,75,78,26,Right,3,2,1,69.0,44.0,51.0,48.0,75.0,79.0,DF
75480,188988,20.0,80,82,26,Right,3,4,2,77.0,72.0,78.0,85.0,32.0,50.0,MD
121530,208813,18.0,65,75,21,Right,3,3,1,74.0,57.0,55.0,70.0,22.0,53.0,MD
125935,240126,18.0,60,78,17,Right,3,2,1,70.0,41.0,57.0,64.0,60.0,53.0,MD
171399,201417,15.0,64,70,22,Right,3,2,1,69.0,44.0,56.0,61.0,64.0,70.0,DF
2319,252037,24.0,73,82,20,Right,3,4,1,74.0,73.0,58.0,74.0,31.0,72.0,FW
154585,188164,16.0,66,71,23,Right,3,3,1,59.0,69.0,67.0,68.0,42.0,68.0,MD
75821,212150,20.0,78,82,23,Right,4,4,2,67.0,62.0,79.0,83.0,65.0,65.0,MD
114474,184037,18.0,73,74,27,Right,3,3,2,58.0,44.0,61.0,62.0,74.0,76.0,DF
166888,183632,15.0,70,73,27,Right,4,2,2,68.0,64.0,70.0,70.0,64.0,74.0,MD
61612,225539,21.0,69,77,22,Right,3,3,1,66.0,67.0,61.0,70.0,27.0,70.0,FW
66539,197953,21.0,65,65,29,Right,4,3,1,65.0,52.0,65.0,67.0,60.0,57.0,MD
114275,233218,18.0,73,80,23,Left,4,3,1,89.0,54.0,63.0,74.0,67.0,69.0,DF
26728,254120,23.0,66,80,20,Right,4,3,1,65.0,62.0,68.0,66.0,59.0,65.0,MD
75466,198784,20.0,80,83,25,Right,4,4,2,82.0,73.0,78.0,84.0,66.0,73.0,MD
139114,215818,17.0,65,78,20,Right,3,3,1,71.0,54.0,68.0,70.0,53.0,43.0,MD
1678,207948,24.0,75,75,27,Left,1,4,2,76.0,72.0,72.0,81.0,45.0,62.0,MD
40801,240947,22.0,71,79,21,Left,3,2,1,74.0,37.0,56.0,66.0,71.0,65.0,DF
150854,174402,16.0,71,71,31,Right,3,2,1,81.0,47.0,61.0,70.0,71.0,72.0,DF
172662,172952,15.0,63,66,27,Right,3,3,1,72.0,51.0,61.0,66.0,60.0,65.0,MD
95466,186130,19.0,75,75,29,Right,3,2,1,70.0,34.0,58.0,63.0,75.0,74.0,DF
148014,112542,16.0,77,77,35,Right,3,2,2,33.0,60.0,61.0,51.0,83.0,77.0,DF
153959,168759,16.0,67,68,28,Right,3,3,2,68.0,67.0,62.0,72.0,26.0,63.0,MD
174013,206567,15.0,61,80,19,Right,3,2,1,83.0,59.0,46.0,63.0,28.0,52.0,FW
147505,164435,16.0,80,80,30,Right,3,5,2,80.0,72.0,82.0,84.0,42.0,55.0,MD
103275,222156,19.0,65,80,20,Right,2,2,1,69.0,40.0,57.0,61.0,63.0,64.0,DF
1153,234078,24.0,76,80,25,Right,3,3,2,63.0,54.0,72.0,82.0,71.0,72.0,MD
332,199915,24.0,81,81,31,Right,3,2,2,45.0,51.0,66.0,66.0,82.0,80.0,DF
494,251805,24.0,79,86,22,Right,3,3,3,78.0,47.0,67.0,77.0,80.0,80.0,DF
136500,202690,17.0,68,69,26,Right,3,2,1,88.0,34.0,67.0,69.0,60.0,69.0,MD
42004,185349,22.0,70,70,33,Right,3,3,1,73.0,51.0,64.0,72.0,67.0,67.0,DF
134579,195037,17.0,70,72,25,Right,3,2,1,37.0,23.0,40.0,39.0,71.0,80.0,DF
56560,170368,21.0,80,80,28,Left,2,4,2,75.0,78.0,80.0,83.0,55.0,71.0,MD
150152,147131,16.0,72,72,34,Left,4,3,1,67.0,51.0,72.0,73.0,72.0,57.0,DF
112821,225663,18.0,76,84,21,Right,4,4,1,82.0,69.0,72.0,80.0,65.0,61.0,MD
97315,211260,19.0,72,72,32,Right,3,3,1,71.0,70.0,71.0,73.0,51.0,57.0,MD
94404,188253,19.0,78,78,27,Right,4,3,2,59.0,60.0,74.0,73.0,76.0,73.0,MD
130840,197900,17.0,76,81,24,Left,4,3,1,67.0,69.0,73.0,74.0,60.0,79.0,MD
136253,206479,17.0,68,73,24,Right,3,3,1,63.0,65.0,66.0,69.0,63.0,61.0,MD
132846,229526,17.0,72,79,23,Right,4,3,1,72.0,65.0,66.0,68.0,67.0,74.0,MD
39389,229528,22.0,73,80,25,Left,2,2,1,74.0,43.0,62.0,63.0,74.0,74.0,DF
18369,215914,23.0,89,89,31,Right,3,2,4,72.0,66.0,74.0,81.0,87.0,82.0,MD
164450,46590,15.0,77,77,30,Right,2,2,2,47.0,47.0,43.0,44.0,79.0,81.0,DF
127988,232106,18.0,56,71,18,Right,3,2,1,77.0,30.0,39.0,57.0,52.0,61.0,DF
25509,257534,23.0,67,85,20,Left,3,4,1,76.0,65.0,62.0,70.0,45.0,57.0,FW
154479,205270,16.0,66,73,23,Right,4,2,1,74.0,54.0,67.0,74.0,36.0,40.0,MD
66828,246190,21.0,64,81,20,Right,3,3,1,67.0,51.0,65.0,67.0,45.0,52.0,MD
153119,147042,16.0,68,68,31,Left,2,3,2,48.0,73.0,59.0,60.0,34.0,77.0,FW
177746,208544,15.0,56,64,19,Left,3,2,1,67.0,30.0,41.0,59.0,54.0,64.0,DF
173158,205887,15.0,62,77,19,Right,3,2,1,76.0,59.0,49.0,61.0,26.0,63.0,FW
986,195859,24.0,77,77,30,Right,3,3,1,70.0,80.0,69.0,75.0,45.0,68.0,FW
58937,186132,21.0,73,73,30,Right,4,3,2,54.0,66.0,73.0,73.0,70.0,61.0,MD
103842,211463,19.0,65,67,25,Right,3,3,1,76.0,65.0,56.0,66.0,32.0,66.0,FW
119285,221697,18.0,67,80,21,Right,3,3,1,82.0,63.0,60.0,70.0,38.0,60.0,MD
19738,244373,23.0,76,76,29,Right,4,3,1,75.0,69.0,72.0,79.0,69.0,56.0,MD
76027,241095,20.0,77,85,21,Right,4,3,1,79.0,70.0,73.0,80.0,48.0,66.0,MD
124710,228368,18.0,62,71,21,Right,3,3,1,70.0,36.0,50.0,61.0,61.0,69.0,DF
59917,227678,21.0,71,83,22,Right,3,2,1,74.0,38.0,58.0,68.0,71.0,72.0,DF
34855,261640,23.0,57,78,18,Right,3,2,1,64.0,31.0,43.0,43.0,56.0,61.0,DF
168348,148218,15.0,68,68,31,Right,3,3,1,60.0,60.0,70.0,68.0,30.0,67.0,MD
133534,203487,17.0,71,79,22,Right,3,2,1,64.0,27.0,46.0,53.0,72.0,74.0,DF
39343,231445,22.0,73,82,22,Left,3,3,1,74.0,70.0,73.0,74.0,62.0,75.0,MD
170393,192624,15.0,65,71,22,Left,3,2,1,77.0,53.0,57.0,73.0,64.0,53.0,MD
96716,236480,19.0,72,82,21,Right,3,3,1,72.0,61.0,70.0,74.0,67.0,65.0,MD
147422,181291,16.0,80,84,24,Right,2,3,3,82.0,75.0,73.0,85.0,57.0,70.0,MD
122467,220196,18.0,64,81,19,Left,2,3,1,64.0,51.0,62.0,68.0,31.0,58.0,MD
113719,202052,18.0,74,79,24,Right,3,3,1,80.0,73.0,60.0,71.0,26.0,72.0,FW
73771,241895,21.0,55,65,20,Right,3,2,1,71.0,48.0,54.0,53.0,51.0,69.0,MD
167538,30620,15.0,69,69,33,Right,3,3,2,54.0,69.0,72.0,65.0,69.0,67.0,DF
129630,186561,17.0,84,87,25,Right,3,3,3,69.0,77.0,80.0,81.0,68.0,76.0,MD
164196,50327,15.0,79,79,32,Right,4,4,2,73.0,72.0,80.0,84.0,52.0,67.0,MD
152912,211619,16.0,68,71,24,Right,3,2,1,72.0,30.0,49.0,61.0,67.0,75.0,DF
132243,201452,17.0,73,78,24,Right,3,3,1,73.0,73.0,70.0,74.0,24.0,68.0,FW
